שם ספר,TextSource,נתיב,RavMechaber,ForcedBookName,MixedDisplay,,PasukIndMode,UniqueId,,HiddenFromIndex,[Books\000_ACCESORIES\000_!WELLCOME.txt_תורת אמת],SearchInTitles,GroupId,שם הספר,LastLevelIndex,,SpecialTitle,FilesGotFrom,Comments,PutNewLinesAsIs,ChainFolderName,Haskamot,,CosmeticsType
ערוך השולחן - אורח חיים,'ויקיטקסט'',Books\040_HALACHA1\081_aruch_hasulchan1.txt,,,0,,0,1582,,0,,1,,,1,,,"!swNAESOV6,2הדא",,1,1,,,#is2
משנה ברורה,ר' פנחס ראובן שליט''א (מרן ורמ''א) ולויקיטקסט (משנ''ב ובאה''ל),Books\040_HALACHA1\082_mishna_brura_merged.txt,מרן רבינו יוסף קארו זצ''ל,משנה ברורה תצוגה משולבת,2,,0,5071,,1,,1,tur1,,1,,,,,1,1,,,#bp
משנה ברורה,ויקיטקסט,Books\040_HALACHA1\083_mishna_brura.txt,,משנה ברורה - לבד,0,,0,5072,,1,,1,,,1,,,,,1,1,,,#bp
ביאור הלכה,ויקיטקסט,Books\040_HALACHA1\084_mishna_brura_beur_halacha.txt,,,0,,0,5073,,1,,1,,,1,,,,,1,1,,,#bp
משנה ברורה - מרן ורמא,ר' פנחס ראובן שליט''א,Books\040_HALACHA1\085_mishna_brura_maran_rama.txt,מרן רבינו יוסף קארו זצ''ל,,0,,0,5074,,1,,1,,,1,,,,,1,1,,,
קיצור שולחן ערוך,www.kitzur.net,Books\040_HALACHA1\105_kitzur.txt,,,0,,0,561,,0,,1,,,1,,,"ר' מאיר רפילוביץ מבעל אתר www.kitzur.net  ר' דרור מאור הי""ו",,1,0,,,#nik
חפץ חיים,מו''ל ששמו שמור במערכת תורת אמת,Books\040_HALACHA1\106_0_0_hh_L1.txt,מרן רבינו ישראל מאיר הכהן זצ''ל,הלכות שמירת הלשון - חפץ חיים,0,,0,1604,,,,1,,,2,,,!sKvBURJX.ג21ברתעפק''רk-''kpvwRPKZ3XY7ט7צ''טזל-נסםץbdgup-yEFHLNO,!AGzKJM2XP5גטזצבףסףhץoceqxvJGE,1,1,,,#bp
ספר גדר עולם,ר' אליעזר שטלמן הי''ו,Books\040_HALACHA1\106_0_1_geder_olam.txt,,,0,,0,2539,,0,,1,,,1,,,,,1,1,,,#is2
קיצור ש''ע ילקוט יוסף,מו''ר הרב יצחק יוסף שליט''א<BR>אסור להעתיק קטעים מהספר ללא ציון המקור!,Books\040_HALACHA1\106_1_KITZUR_YALKUT_YOSEF.txt,הרב יצחק יוסף שליט''א,,0,,0,1355,,0,,1,,,1,,,"!HOJPI25,XV89עיכמ''נ(ץhuslGqNBMGJZ6.א,)",!sKvERQS7Vגמ7ס0לפרimghj''k,0,1,מרן רבינו עובדיה יוסף שליט''א,,#nik
אוצר דינים לאשה ולבת,מו''ר הרב יצחק יוסף שליט''א<BR>אסור להעתיק קטעים מהספר ללא ציון המקור!,Books\040_HALACHA1\106_2_OTSAR_DINIM.txt,,אוצר דינים לאשה ולבת - ילקוט יוסף,0,,0,2336,,0,,1,,,1,,,,,1,1,,,#bp
ספר החיים,,Books\042_HALACHA2\107_KitsurHafetsHaim.txt,הרב ניצן ראובן שליט''א,קיצור הלכות שמירת הלשון - ספר החיים,0,,0,1601,,0,,1,,,2,,,,,1,1,,,#is2
שער הזהב לטהרה,הרב אליהו אדיר שליט''א,Books\042_HALACHA2\109_shaar_hazahav_latahara.txt,הרב אליהו אדיר שליט''א,הלכות טהרת הבית - שער הזהב לטהרה,0,,0,1105,,0,,1,,,1,,,!rsNSJV4T0W5זספםנכhןjou,,1,1,מרן רבינו עובדיה יוסף שליט''א,,#is2
נשואין ואישות,הרב אליהו שלומי שליט''א,Books\042_HALACHA2\110_1_nesuin_ve_ishut.txt,הרב אליהו שלומי שליט''א,הלכות טהרה נשואין ואישות - נשואין ואישות,0,,0,1791,,0,,1,,,2,,,"!rsNSJV4T0W5כ7יםנםצiשbuEkozNFWK2W,Udםfniaqj@ztLJמOIP",,1,1,"מרן רבינו עובדיה יוסף שליט''א, הרב ישראל לאו - הרב הראשי לת''א יפו - ישראל, הרב צבי אלימלך הלברשטאם האדמור מצאנז, הרב יהושע נויברט, הרב אברהם קופשיץ אב''ד ירושלים ורב שכונת נוה צבי, הרב יהושע לוי מנכ''ל המרכז הארצי למען טהרת המשפחה בישראל",,#nik
טהרה הריון ולידה כהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\110_2_tahara2.txt,הרב אבישלום מונייצר שליט''א,הלכות טהרה הריון ולידה,0,,0,1595,,0,,1,,,2,,,!sKvPUSOטרסf@fךrp3uoGהBH-,!yAzTHZKZTגא3נזצלץפbhhkpןryEMEZ1WT,1,1,מרן רבינו עובדיה יוסף שליט''א ועוד רבנים חשובים,,#bp
הלכות ביקור חולים ואבלות - יקרא דחיי,מו''ר הרב חיים רבי שליט''א,Books\042_HALACHA2\111_yikra_dechayei.txt,הרב חיים רבי שליט''א,,0,,0,926,,0,,1,יקרא דחיי,,1,,,!AvNySXVRVגמ4טדן'נabךd,,1,1,"מרן רבינו עובדיה יוסף שליט''א, הרב שריה דביליצקי שליט''א, הרב יהושע עמרם זצ''ל",,#bp
מראה מקומות והערות לספר יקרא דחיי,,Books\042_HALACHA2\112_yikra_dechayei - notes.txt,,,0,,0,927,,1,,1,יקרא דחיי,,1,,,,,1,1,,,#ip2
הלכות חנוכה - פסקי משה,הרב משה פרזיס שליט''א,Books\042_HALACHA2\115_piske_moshe_hanuka.txt,הרב משה פרזיס שליט''א,,0,,0,1002,,0,,1,,,1,,,!sKvPUSO,,1,0,מרן רבינו עובדיה יוסף שליט''א,,#is2
פתבג המלך,הרב משה פרזיס שליט''א,Books\042_HALACHA2\116_PatBag.txt,הרב משה פרזיס שליט''א,הלכות פת ובישולי גוים - פתבג המלך,0,,0,1598,,0,,1,,,1,,,!sKvPUSO,,1,1,מרן רבינו עובדיה יוסף שליט''א ועוד רבנים גדולים וחשובים,,#bs1
טהרת כלים,הרב משה פרזיס שליט''א,Books\042_HALACHA2\117_TaharatKelim.txt,הרב משה פרזיס שליט''א,הלכות טבילת כלים,0,,0,1599,,0,,1,,,1,,,!H'GAMZVS63ידהז''ח,,1,1,מרן רבינו עובדיה יוסף שליט''א ועוד רבנים גדולים וחשובים,,#ix3
ספר קול אליהו,הרב אליהו שמואל שליט''א,Books\042_HALACHA2\170_kol_eliyahu.txt,הרב אליהו שמואל שליט''א,הלכות כתיבת תפילין וקדושת השם - קול אליהו,0,,0,1543,,0,,1,,,2,,,!H'JTGQSP2064עיכמ''נ,,1,1,"מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט'''א, הרב עזריאל כהן שליט''א, הרב מתתיה שרים שליט''א, הרב יהודה סילמן שליט''א, הרב יצחק זילברשטיין שליט''א, הרב שלמה יוסף מחפוד שליט''א,  הרב שלמה מועלם שליט''א - שעבר על כל הספר, הרב שלמה בן שמעון שליט''א",,#eoi
מראות הצובאות,הרב יעקב ישראל לוגאסי שליט''א,Books\042_HALACHA2\180_MarotHatsovot.txt,הרב יעקב ישראל לוגאסי שליט''א,הלכות צניעות ויחוד - מראות הצובאות,0,,0,1594,,0,,1,,,2,,,!stvSIPZYאUP-Y3875גז,,1,1,"הרב משה צדקה ראש ישיבת פורת יוסף שליט''א, הרב מאיר בראנדסדארפער חבר הבד''צ העדה החרדית שליט''א",,#nik
ספר מחניך קדוש,צאצאי המחבר,Books\042_HALACHA2\181_machanecha_kadosh.txt,הרב יעקב דידובסקי זצ''ל,הלכות צניעות - מחניך קדוש,0,,0,1784,,0,,1,,,2,,,"!H'GUWGUS,Y21זנח-יחעענשץaddDDzGRPM6",,1,1,עיין בהקדמה,,#rnft
שבת כהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\201_shabat.txt,הרב אבישלום מונייצר שליט''א,הלכות שבת - שבת כהלכה,0,,0,1596,,0,,1,,,2,,,!sKvPUSO,,1,1,מרן רבינו עובדיה יוסף שליט''א,,#bp
ילדים כהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\202_yeladim.txt,הרב אבישלום מונייצר שליט''א,הלכות הקשורות לילדים - ילדים כהלכה,0,,0,1597,,0,,1,,,2,,,!sKvPUSO,,1,1,מרן רבינו עובדיה יוסף שליט''א,,#bp
נשים בהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\203_NashimBahalacha.txt,הרב אבישלום מונייצר שליט''א,הלכות הקשורות לנשים - נשים בהלכה,0,,0,1602,,0,,1,,,2,,,!sKvPUSO,,1,1,מרן רבינו עובדיה יוסף שליט''א,,#bp
שמירת עיניים כהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\204_ShmiratEnaiim.txt,הרב אבישלום מונייצר שליט''א,הלכות שמירת העיניים - שמירת העיניים כהלכה,0,,0,1662,,0,,1,,,2,,,!sKvPUSO,,1,1,מרן רבינו עובדיה יוסף שליט''א,,#bp
ואהבת כהלכה,הרב אבישלום מונייצר שליט''א,Books\042_HALACHA2\205_veaavta_kahalacha.txt,,ואהבת כהלכה - בעניינים של בין אדם לחברו בהלכה,0,,0,1964,,0,,1,,,2,,,,,1,1,,,#dii
ואין למו מכשול – הלכות תלמוד תורה,הרב אברהם ישראל שליט''א,Books\042_HALACHA2\220_VeenLamoTora.txt,הרב אברהם ישראל שליט''א,הלכות תלמוד תורה - ואין למו מכשול,0,,0,1603,,0,,1,,,2,,,!H'RJ.O5אד89א''ב,,1,1,"הרב יצחק יוסף שליט''א, הרב יוסף בר שלום שליט''א, הרב אברהם יוסף שליט''א",,#is2
ואין למו מכשול – הלכות גמילות חסדים,הרב אברהם ישראל שליט''א,Books\042_HALACHA2\221_VeenLamoChesed.txt,הרב אברהם ישראל שליט''א,הלכות גמילות חסדים - ואין למו מכשול,0,,0,1668,,0,,1,,,1,,,!H'RJ.O5אד89א''ב,,1,1,"הרב יצחק יוסף שליט''א, הרב יוסף בר שלום שליט''א, הרב אברהם יוסף שליט''א",,#is2
ואין למו מכשול - חלק י',הרב אברהם ישראל שליט''א,Books\042_HALACHA2\223_VeenLamoTshuva.txt,,הליכות והנהגות לבעלי תשובה - ואין למו מכשול,0,,0,1920,,0,,1,,,2,,,ר שי שושן,,1,1,,,#nik
ואין למו מכשול - חלק ה',הרב אברהם ישראל שליט''א,Books\042_HALACHA2\224_VeenLamoLifneiIver.txt,,הלכות שנכשלים בהם - ואין למו מכשול,0,,0,1922,,0,,1,,,2,,,ר שי שושן,,1,1,,,#nik
נקי כפים,הרב יעקב ישראל לוגאסי שליט''א,Books\042_HALACHA2\230_neki_kapaiim.txt,הרב יעקב ישראל לוגאסי שליט''א,נקי כפים - הלכות שבין אדם לחבירו,0,,0,1804,,,,1,,,0,,,!stvSIPZYאUP-Y3875גז,,1,1,"הרב משה צדקה ראש ישיבת פורת יוסף שליט''א, הרב מאיר בראנדסדארפער חבר הבד''צ העדה החרדית שליט''א",,#nik
קדושים תהיו על הלכות תולעים,הרב אדי דואק שליט''א,Books\042_HALACHA2\231_tolaiim.txt,הרב אדי דואק שליט''א,הלכות תולעים - קדושים תהיו,0,,0,1677,,0,,1,,,2,,,!sKvPUSO:ג4549תףחעץיעijspKBH'ECCL-ORW.Z5,,1,1,"הרב שניאור זלמן רווח שליט''א, הרב אברהם רובין שליט''א, ועוד רבנים חשובים",,#dii
כשרות המטבח,מחבר,Books\042_HALACHA2\299_kashrut_gamitbach.txt,"!sKvDIJZ6,זאבד''ה",,0,,0,1822,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#nik
כבוד אב ואם - בהלכה ובאגדה,מחבר,Books\042_HALACHA2\300_bahalacha_ubaagada_kibid_horim.txt,"mEpxCDT,Vא568''9!",,0,,0,1816,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#nik
מצוות הארץ - בהלכה ובאגדה,מחבר,Books\042_HALACHA2\301_bahalacha_ubaagada_mitsvot_haarets.txt,"mEpxCDT,Vא568''9!",,0,,0,1817,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#nik
השבת בהלכה ובאגדה,מחבר,Books\042_HALACHA2\301_bahalacha_ubaagada_shabat.txt,"mEpxCDT,Vא568''9!",השבת - בהלכה ובאגדה,0,,0,1819,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#nik
הטהרה בהלכה ובאגדה,מחבר,Books\042_HALACHA2\302_bahalacha_ubaagada_tahara.txt,"mEpxCDT,Vא568''9!",הטהרה - בהלכה והאגדה,0,,0,1826,,0,,1,,,0,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#mbw
הלכות סעודה,מחבר,Books\042_HALACHA2\303_hilchot_seuda.txt,"mEpxCDT,Vא568''9!",,0,,0,1881,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#rnft
סדר היום בהלכה ובאגדה,מחבר,Books\042_HALACHA2\304_seder_hayom.txt,"mEpxCDT,Vא568''9!",,0,,0,1961,,0,,1,,,2,,,!sKvPUSO82116המר,!AGzKJM2XTאVו4כחמיcgl,1,1,"על ספרי מחבר אחרים ראינו הסכמות מרן רבינו עובדיה יוסף שליט''א , הרב שלמה עמאר שליט''א, הרב אשר זעליג שליט''א",,#nik
ראש חודש בהלכה ובאגדה,בס''ד - כל הזכויות שמורות (c) ל מחבר,Books\042_HALACHA2\305_rosh_hodesh_bahalacha_ubaagada.txt,,,0,,0,2551,,0,,1,,,0,,,,,1,1,,,#bp
הלכות הגעלת כלים לפסח,הרב משה פרזיס שליט''א,Books\042_HALACHA2\400_piskei_moshe_hagaala_lepesach.txt,הרב משה פרזיס שליט''א,הלכות הגעלת כלים לפסח - פסקי משה,0,,0,1897,,0,,1,,,2,,,!sKvPUSO,,1,1,"מרן רבינו עובדיה יוסף שליט''א, הרב אברהם יוסף שליט''א, הרב חיים רבי שליט''א , הרב יצחק יוסף שליט''א",,#bp
הערות פסקי משה - הלכות הגעלת כלים לפסח,הרב משה פרזיס שליט''א,Books\042_HALACHA2\400_piskei_moshe_hagaala_lepesach.txt.notes.txt,הרב משה פרזיס שליט''א,,0,,0,1899,,1,,1,,,2,,,!sKvPUSO,,1,1,"מרן רבינו עובדיה יוסף שליט''א, הרב אברהם יוסף שליט''א, הרב חיים רבי שליט''א , הרב יצחק יוסף שליט''א",,#sem
משנה ברורה,,Books\042_HALACHA2\401_mishna_brura_smicha_lerabanut.txt,ע גכעדגכע כגעיע עגכד   ע,,0,,0,1939,,1,,1,,,1,,,ףcgnrv,CwtNQB,1,1,עגכ עדגכע י ג עיע,,#is2
וביום השבת,הרב ישראל מאיר ווייל שליט''א,Books\042_HALACHA2\410_beyom_hashabat.txt,,וביום השבת - הלכות שבת,0,,0,1951,,0,,1,,,2,,,,,1,1,,,#is2
מנחת שי - הלכות בשר בחלב,הרב שאול שהרבני שליט''א,Books\042_HALACHA2\420_shay_basar_bechalav.txt,,,0,,0,2531,,0,,1,,,2,,,,,1,1,,,#is2
מנחת שי - הלכות טבילת כלים,,Books\042_HALACHA2\421_shay_tvilat_kelim.txt,,,0,,0,2532,,0,,1,,,0,,,,,1,1,,,#pr3
גן נעול - על הלכות ייחוד,הרב יעקב לוי שליט''א,Books\042_HALACHA2\430_holchot_yichud.txt,,,0,,0,2536,,0,,1,,,0,,,,,1,1,,,#bp
הערות להלכות יחוד,,Books\042_HALACHA2\430_holchot_yichud.txt.notes.txt,,,0,,0,2537,,1,,1,,,0,,,,,1,1,,,0
שלחן ערוך המדות - א,הרב אסי הלוי שליט''א,Books\042_HALACHA2\440_midot.txt,,,0,,0,2555,,0,,1,,,1,,,,,1,1,,,#bp
שלחן ערוך המדות - ב,הרב אסי הלוי שליט''א,Books\042_HALACHA2\441_midot2.txt,,,0,,0,2557,,0,,1,,,2,,,,,1,1,,,#bp
שלחן ערוך המדות - ג,הרב אסי הלוי שליט''א,Books\042_HALACHA2\442_midot3.txt,,,0,,0,2558,,0,,1,,,2,,,,,1,1,,,#bp
וקָנֶה לך חבר,,Books\042_IYUNIM\028_vekane.txt,,,0,,0,1528,,0,,1,,,1,,,,,1,1,,,#bp
שער אשר - הלכות נדה,,Books\042_IYUNIM\029_ShaarAsher.txt,,,0,,0,1663,,0,,1,,,2,,,,,1,1,,,#pr2
בעניין מספר הפסוקים התיבות והאותיות בתורה,אתר: www.toldot.ru/heb_rav.php,Books\042_IYUNIM\030_RavZilber1.txt,,מספר הפסוקים התיבות והאותיות בתורה,0,,0,1676,,0,,1,,,1,,,,,1,1,,,#bp
בעניין הנחלות בארץ ישראל,הרב יצחק צבי צייטלין שליט''א,Books\042_IYUNIM\040_nachalot.txt,,,0,,0,1878,,0,,1,,,1,,,,,1,1,,,#nik
באר יעקב - חבורות,הרב יעקב יעקב שליט''א,Books\042_IYUNIM\050_BeerYaakovHavurot.txt,,,0,,0,1924,,0,,1,,,1,,,"!pHsMRPLOMMU-Z,599ו",,1,1,,,#is2
"ספר באר יעקב - אגדות הש""ס",הרב יעקב יעקב שליט''א,Books\042_IYUNIM\051_BeerYaakovAgadot.txt,,,0,,0,1925,,0,,1,,,1,,,,,1,1,,,#is2
יוסף לקח - משלי,הרב יוסף כהן שליט''א,Books\042_IYUNIM\070_YosefLekachMishlei.txt,,,0,,0,1933,,0,,1,,,0,,,!FAyyAMHLVEWזל0צג4קץfץsfximn-tuxwBBL,,1,1,,,#is3
קונטרס בגדרי שהייה וחזרה,הרב יעקב צפרי שליט''א,Books\042_IYUNIM\080_sheiya.txt,,,0,,0,1952,,0,,1,,,1,,,,,1,1,,,#bp
מחשבת כהן,הרב ניב כהן שליט''א,Books\042_IYUNIM\090_machsevet_cohen.txt,,,0,,0,1953,,0,,1,,,0,,,,,1,1,,,#is3
מנחת שי - הלכות,,Books\042_IYUNIM\100_minhat_shay_tfila_ad_brachot.txt,,מנחת שי - הלכות תפלה ביה''כ וברכות,0,,0,2053,,0,,1,,,1,,,,,1,1,,,#is2
מנחת שי - הלכות יום טוב,קובץ זה נדפס לזיכוי הרבים וניתן להפיצו בכל דרך שהיא,Books\042_IYUNIM\100_minhat_shay_yom_tov.txt,,,0,,0,2071,,0,,1,,,1,,קובץ זה נדפס לזיכוי הרבים וניתן להפיצו בכל דרך שהיא,,,1,1,,,#is2
ספר ברכת ישראל,,Books\042_IYUNIM\110_birchat_israel.txt,,,0,,0,2326,,0,,1,,,0,,,,,1,1,,,#is2
יד הלוי - מסכת בבא מציעא,הרב גיא לוי שליט''א,Books\042_IYUNIM\120_YadHaleviMetsia.txt,,,0,,0,2329,,0,,1,,,2,,,,,1,1,,,#bp
ספר מנחת ישראל,הרב ישראל שלום שליט''א,Books\042_IYUNIM\230_minchat_israel.txt,,,0,,0,2548,,,,1,,,1,,,,,1,1,,,#bp
מאור המועדים,הרב שלום אברהם ברטמן שליט''א,Books\042_IYUNIM\240_maor_moadim.txt,,,0,,0,5094,,0,,1,,,1,,,,,1,1,,,#bp
,.,Books\100_MUSAR\010_mesilat_yesharim.TXT_מסילת ישרים.txt,,,0,,0,1181,,0,,1,,[Books\100_MUSAR\010_mesilat_yesharim.TXT_מסילת ישרים],1,,"כל הזכויות שמורות ל - ""ויקיטקסט"" תחת רשיון ""GNU Free Doc.'",,,1,1,,,#is2
,'ויקיטקסט'' תחת רשיון ''GNU Free Doc.',Books\100_MUSAR\011_orchot_tsadikim.TXT_אורחות צדיקים.txt,,,0,,0,1192,,0,,1,,[Books\100_MUSAR\011_orchot_tsadikim.TXT_אורחות צדיקים],1,,,,,1,1,,,#is2
שערי תשובה,תורת אמת,Books\100_MUSAR\012_ShaareiTeshuva.txt,,,0,,,1645,,0,,1,,,0,,,,,1,1,,,#is3
חובות הלבבות,,Books\100_MUSAR\012_chovot_halevavot.txt,,,0,,0,1972,,0,,1,,,2,,,,,1,1,,,#nik
תומר דבורה,'ויקיטקסט'' תחת רשיון ''GNU Free Doc.',Books\100_MUSAR\013_TomerDevora.txt,,,0,,0,1658,,0,,1,,,1,,,,,1,1,,,#nik
דרך השם,'ויקיטקסט'' תחת רשיון ''GNU Free Doc.',Books\100_MUSAR\014_derech_hashem.txt,,,0,,,2327,,0,,1,,,2,,,,,,,,,#rnft
ספר הישר,תורת אמת,Books\100_MUSAR\015_SeferHayashar.txt,,,0,,0,1593,,0,,1,,,1,,,,,1,1,,,#is2
,.,"Books\100_MUSAR\020_igeret_haramban.TXT_אגרת הרמב""ן.txt",,,0,,0,1314,,0,,1,,"[Books\100_MUSAR\020_igeret_haramban.TXT_אגרת הרמב""ן]",0,,כל הזכויות שמורות ל - ''ויקיטקסט'' תחת רשיון ''GNU Free Doc.',,,1,1,,,#nik
"אגרת תימן להרמב""ם ז""ל",ר' מאיר לרנר,Books\100_MUSAR\023_igeret_teiman.txt,,אגרת תימן,0,,0,2535,,,,1,,,0,,,,,1,1,,,#rep
שמירת הלשון,מו''ל,Books\100_MUSAR\024_ShmiratHalashon_L1.txt,מרן רבינו ישראל מאיר הכהן זצ''ל,,0,,0,1605,,0,,1,,,1,,,!sKvBURJX.ג21ברתעפק''רk-''kpvwRPKZ3XY7ט7צ''טזל-נסםץbdgup-yEFHLNO,!AGzKJM2XP5גטזצבףסףhץoceqxvJGE,1,1,,,#nik
נפש החיים,תורת אמת,Books\100_MUSAR\025_NEFESH_HAHAIM_L1.txt,,,0,,0,1527,,0,,1,,,2,,,,,1,1,,,#is3
פלא יועץ,ר' פנחס ראובן שליט''א,Books\100_MUSAR\035_pele.txt,,,0,,0,1643,,0,,1,,,2,,,,,1,1,,,#is2
עבד השם,הרב חיים רבי שליט''א,Books\100_MUSAR\070_EvedHashem_L1.txt,,,0,,0,1011,,0,,1,,,1,,,,,1,1,,,#bp
קובץ אמונה מעשית,הרב חיים רבי שליט''א,Books\100_MUSAR\070_emuna_maasit.txt,,,0,,0,1918,,0,,1,,,1,,,,,1,1,,,#ip2
בלבבי משכן אבנה - א,הרב המחבר שליט''א,Books\100_MUSAR\071_bilvavi1.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1231,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#is3
בלבבי משכן אבנה - ב,הרב המחבר שליט''א,Books\100_MUSAR\072_bilvavi2.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1232,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#dii
בלבבי משכן אבנה - ג,הרב המחבר שליט''א,Books\100_MUSAR\073_bilvavi3.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1236,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#dii
בלבבי משכן אבנה - ד,הרב המחבר שליט''א,Books\100_MUSAR\073_bilvavi4.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1233,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#dii
בלבבי משכן אבנה - ו,הרב המחבר שליט''א,Books\100_MUSAR\076_bilvavi6.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1237,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#dii
בלבבי משכן אבנה - ט,הרב המחבר שליט''א,Books\100_MUSAR\079_bilvavi9.txt,"!sKvAM,V4א.2טפקמנע''פ",,0,,0,1238,,0,,1,,,2,,,!srPQ-לךcb://ךjpCkIyחJDV-nzNRWY-כשךmתsi4@pypAGמDST,!AGzKJM2XTאVו4כחמיcgl,1,1,"הרב גמליאל הכהן (רפפורט) רבינוביץ שליט''א ר''מ בישיבת המקובלים ''שערי שמים, הרב יצחק מאיר מורגנשטין שליט''א, הרב שריה דבילצקי שליט''א (לספרו הקודם של המחבר - שני תולעת)",,#dii
נר לרגלי,הרב יעקב ישראל לוגאסי שליט''א,Books\100_MUSAR\090_NerLeragli.txt,,,0,,0,1276,,0,,1,,,2,,,,,1,1,,,#dii
אור לנתיבתי,הרב יעקב ישראל לוגאסי שליט''א,Books\100_MUSAR\091_OrLintivati.txt,,,0,,0,1288,,0,,1,,,2,,,,,1,1,,,#dii
בעיקבתא דמשיחא,הרב יעקב ישראל לוגאסי שליט''א,Books\100_MUSAR\095_BikvetaDimsiha.txt,,,0,,0,1289,,0,,1,,,2,,,,,1,1,,,#rnft
ברומו של עולם - על התפילה,הרב יעקב ישראל לוגאסי שליט''א,Books\100_MUSAR\096_BerumoShelOlam.txt,,,0,,0,1659,,0,,1,,,2,,,,,1,1,,,#nik
שובה ישראל,הרב יעקב ישראל לוגאסי שליט''א,Books\100_MUSAR\097_ShuvaIsrael.txt,,,0,,0,1679,,0,,1,,,2,,,,,1,1,,,#is2
בני בנימין - על מסכת אבות,הרב בנימין נבול שליט''א,Books\100_MUSAR\110_BINYAMIN_L1.txt,,,0,,0,1516,,0,,1,mishna_avot,,2,,,,,1,1,,,#bp
