קיים כבר בספריא,שם הספר,שם הקובץ,קטגורייה,auto,noc
FALSE,תקונא ארבעין וארבע,990645,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא ארבעין וחמשא,990646,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שית וארבעין,990647,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שבע וארבעין,990648,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמניא וארבעין,990649,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשע וארבעין,990650,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמשין,990651,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חד וחמשין,990652,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תרין וחמשין,990653,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמשין ותלת,990654,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמשין וארבע,990655,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמשין וחמש,990656,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמשין ושתא,990657,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שבע וחמשין,990658,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמניא וחמשין,990659,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשעה וחמשין,990660,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין,990661,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חד ושתין,990662,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין ותרין,990663,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין ותלת,990664,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין וארבע,990665,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין וחמש,990666,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין ושתא,990667,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין ושבע,990668,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמניא ושתין,990669,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתין ותשעה,990670,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שבעין,990671,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תניינא,990672,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תליתאה,990673,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא רביעאה,990674,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמישאה,990675,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתיתאה,990676,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שביעאה,990677,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמינאה,990678,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשיעאה,990679,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשיראה,990680,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא אחת עשרה,990681,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,פרשת בראשית,990701,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת נח,990702,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת לך לך,990703,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת וירא,990704,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת תולדות,990705,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת ויצא,990706,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת וישב,990707,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת בשלח,990708,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת יתרו,990709,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת תרומה,990710,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת כי תשא,990711,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת צו,990712,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת אחרי,990713,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת בהר,990714,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת נשא,990715,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת חקת,990716,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת בלק,990717,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת מטות,990718,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת ואתחנן,990719,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת כי תצא,990720,הזוהר המתורגם - זוהר חדש,,1
FALSE,פרשת כי תבא,990721,הזוהר המתורגם - זוהר חדש,,1
FALSE,שיר השירים,990722,הזוהר המתורגם - זוהר חדש,,1
FALSE,מדרש רות,990723,הזוהר המתורגם - זוהר חדש,,1
FALSE,מדרש הנעלם על איכה,990724,הזוהר המתורגם - זוהר חדש,,1
FALSE,תקונים מזהר חדש,990725,הזוהר המתורגם - זוהר חדש,,1
FALSE,ספרא תנינא,990726,הזוהר המתורגם - זוהר חדש,,1
FALSE,תקונא קדמאה,990727,הזוהר המתורגם - זוהר חדש,,1
FALSE,זה שייך לפרשת נח,990728,הזוהר המתורגם - זוהר חדש,,1
FALSE,זה שייך לפרשת שלח לך,990729,הזוהר המתורגם - זוהר חדש,,1
FALSE,עוד לפרשת וירא אליו,990730,הזוהר המתורגם - זוהר חדש,,1
FALSE,ספר חיי העולם הבא,15001,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר גן נעול,15002,כתבי רבי אברהם אבולעפיא,,1
FALSE,גט השמות,15003,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר אמרי שפר,15004,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר אוצר עדן הגנוז,15005,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר אור השכל,15006,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר החשק,15007,כתבי רבי אברהם אבולעפיא,,1
FALSE,שבע נתיבות התורה,15008,כתבי רבי אברהם אבולעפיא,,1
FALSE,וזאת ליהודה,15009,כתבי רבי אברהם אבולעפיא,,1
FALSE,ספר השל''ה הקדוש,15190,ספרי קבלה שונים,,
FALSE,אגרת אל הרמב''ן מרבי אברהם גאון,15010,ספרי קבלה שונים,,1
FALSE,ספר מערכת האלקות,15011,ספרי קבלה שונים,,1
FALSE,ספר מעולפת ספירים,15012,ספרי קבלה שונים,,1
FALSE,ספר מדרש שמעון הצדיק,15013,ספרי קבלה שונים,,1
FALSE,פירוש ל''ב נתיבות מקבלת הגאונים,15014,ספרי קבלה שונים,,1
FALSE,ספר הבהיר,15015,ספרי קבלה שונים,,1
FALSE,ספר העיון,15016,ספרי קבלה שונים,,1
FALSE,ספר הייחוד,15017,ספרי קבלה שונים,,1
FALSE,ספר הקנה,15018,ספרי קבלה שונים,,1
FALSE,ספר הפליאה,15019,ספרי קבלה שונים,,1
FALSE,ספר התמונה,15020,ספרי קבלה שונים,,1
FALSE,סוד הנבואה מרבי יעקב משגביא,15021,ספרי קבלה שונים,,1
FALSE,סוד ידיעת המציאות מקבלת הגאונים,15022,ספרי קבלה שונים,,1
FALSE,ספר שושן סודות,15023,ספרי קבלה שונים,,1
FALSE,פירוש הרקאנאטי על התורה,15120,ספרי קבלה שונים,,
FALSE,ספר כתר שם טוב,15024,רבי אברהם ב''ר אלכסנדר מקולוניא,,1
FALSE,ספר עשרה מאמרות,15025,רבי מנחם עזריה מפאנו,,1
FALSE,ספר גלגולי נשמות,15026,רבי מנחם עזריה מפאנו,,1
FALSE,ספר יונת אלם,15027,רבי מנחם עזריה מפאנו,,1
FALSE,ביאור עשר ספירות,15028,הרב עזריאל מגירונה,,1
FALSE,ספר חסד לאברהם,15029,רבי אברהם אזולאי,,1
FALSE,ספר עבודת הקודש,15030,רבי מאיר בן גבאי,,1
FALSE,ספר דרך אמונה,15031,רבי מאיר בן גבאי,,1
FALSE,ספר שקל הקדש,15032,רבי משה בן שם טוב די ליאון,,1
FALSE,ספר שערי צדק,15033,רבי יוסף גיקטליה,,1
FALSE,ספר החשמל,15034,רבי יוסף גיקטליה,,1
FALSE,ספר שער הניקוד וסוד החשמ''ל,15035,רבי יוסף גיקטליה,,1
FALSE,סוד הנחש,15201,רבי יוסף גיקטליה,,1
FALSE,ספר שערי אורה,15202,רבי יוסף גיקטליה,,1
FALSE,פירוש מעשה בראשית,15036,ספר יצירה עם מפרשים,,1
FALSE,פירוש הר''י דמן עכו לספר יצירה,15037,ספר יצירה עם מפרשים,,1
FALSE,פירוש הרמ''ק לספר יצירה,15038,ספר יצירה עם מפרשים,,1
FALSE,פירוש הרמב''ן לספר יצירה,15039,ספר יצירה עם מפרשים,,1
FALSE,פירוש הראב''ד לספר יצירה,15040,ספר יצירה עם מפרשים,,1
FALSE,ספר יצירה,15041,ספר יצירה עם מפרשים,,1
FALSE,פירוש ר''י סגי נהור לספר יצירה,15042,ספר יצירה עם מפרשים,,1
FALSE,ספר מגיד מישרים,15043,רבי יוסף קארו,,1
FALSE,דרישות בעניני המלאכים,15044,רבינו משה קורדוברו (הרמ''ק),,1
FALSE,ספר גרושין,15045,רבינו משה קורדוברו (הרמ''ק),,1
FALSE,ספר אור נערב,15046,רבינו משה קורדוברו (הרמ''ק),,1
FALSE,ספר פרדס רמונים,15047,רבינו משה קורדוברו (הרמ''ק),,1
FALSE,אור יקר על בראשית,15100,רבינו משה קורדוברו (הרמ''ק),,
FALSE,אור יקר על ענין הנבואה,15101,רבינו משה קורדוברו (הרמ''ק),,
FALSE,תומר דבורה,214,רבינו משה קורדוברו (הרמ''ק),,1
FALSE,ספר קל''ח פתחי חכמה,15048,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,ספר קנאת ה' צבאות,15049,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,כללי ספר קנאת ה' צבאות,15050,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,כללי ספר מלחמות משה,15051,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,כללי פתחי חכמה ודעת,15052,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,ליקוטים מכתבי הרמח''ל ז''ל,15053,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,מאמר החכמה,15054,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,מאמר העיקרים,15055,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,ספר משכני עליון,15056,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,ספר פנות המרכבה,15057,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,ראשי פרקים של דברי תורה,15058,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,תפלות לפנות המרכבה,15059,רבי משה חיים לוצאטו (רמח''ל),,1
FALSE,עשרה אורות,15102,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,ביאורים לספר אוצרות חיים,15114,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,ספר דעת תבונות,15115,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,ספר דרך חכמה,1511,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,דרך עץ חיים,15117,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,דברי תורה בשם המגיד,15103,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,כללי מאמר החכמה,15104,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,כללות שרשי החכמה,15105,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,מאמר על ההגדות,15106,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,מאמר ויהי מקץ,15107,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,פירוש למאמר ויהי מקץ,15108,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,פירוש משנה ראשונה לספר יצירה,15109,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,פירוש מאמר ארימת ידי בצלותין,15110,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,פירוש מאמר הזוהר ריש משפטים,15111,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,סוד המרכבה דמות אדם והיחוד,15112,רבי משה חיים לוצאטו (רמח''ל),,
FALSE,ספר ברית מנוחה,15060,רבי אברהם מרימון הספרדי,,1
FALSE,פרקי היכלות רבתי,15061,ספרי המרכבה,,1
FALSE,ספר הרזים,15062,ספרי המרכבה,,1
FALSE,ספר מעין החכמה,15118,ספרי המרכבה,,
FALSE,קונטרס חסדי דוד,15063,רבי שלום שרעבי,,1
FALSE,ספר נהר שלום,15064,רבי שלום שרעבי,,1
FALSE,ספר עץ חיים,15065,רבי חיים ויטאל,,1
FALSE,ספר עץ הדעת טוב,15066,רבי חיים ויטאל,,1
FALSE,שער מאמרי רשב''י,15067,רבי חיים ויטאל,,1
FALSE,פרי עץ חיים,15068,רבי חיים ויטאל,,1
FALSE,ספר שערי קדושה,15069,רבי חיים ויטאל,,1
FALSE,שער הגלגולים,15070,רבי חיים ויטאל,,1
FALSE,שער הכוונות,15071,רבי חיים ויטאל,,1
FALSE,שער הפסוקים,15072,רבי חיים ויטאל,,1
FALSE,שער מאמרי רז''ל,15073,רבי חיים ויטאל,,1
FALSE,ליקוטי הש''ס,15119,רבי חיים ויטאל,,
FALSE,הקדמה לספר הזוהר,15076,הרב אשלג,,1
FALSE,מבוא לספר הזהר,15078,הרב אשלג,,1
FALSE,פתיחה לחכמת הקבלה,15079,הרב אשלג,,1
FALSE,מתן תורה,15077,הרב אשלג,,1
FALSE,,,,,
FALSE,,,,,
